889 2914
368 377 0.14285714285714285
416 368 0.09090909090909091
368 416 0.02040816326530612
431 368 0.09090909090909091
368 431 0.00980392156862745
471 368 0.09090909090909091
368 471 0.05263157894736842
484 368 0.09090909090909091
368 484 0.08333333333333333
485 368 0.09090909090909091
368 485 0.14285714285714285
499 368 0.09090909090909091
368 499 0.08333333333333333
502 368 0.09090909090909091
368 502 0.14285714285714285
508 368 0.09090909090909091
368 508 0.1111111111111111
408 369 0.2
369 408 0.05555555555555555
448 369 0.2
369 448 0.027777777777777776
548 369 0.2
369 548 0.047619047619047616
550 369 0.2
369 550 0.02
388 370 0.0625
370 388 0.16666666666666666
393 370 0.0625
370 393 0.045454545454545456
425 370 0.0625
370 425 0.07142857142857142
431 370 0.0625
370 431 0.00980392156862745
447 370 0.0625
370 447 0.03125
466 370 0.0625
370 466 0.05555555555555555
482 370 0.0625
370 482 0.029411764705882353
494 370 0.0625
370 494 0.25
570 370 0.0625
370 570 0.1
586 370 0.0625
370 586 0.125
655 370 0.0625
370 655 0.125
399 371 0.3333333333333333
371 399 0.017857142857142856
425 371 0.3333333333333333
371 425 0.07142857142857142
717 371 0.3333333333333333
371 717 0.14285714285714285
386 372 0.07692307692307693
372 386 0.045454545454545456
399 372 0.07692307692307693
372 399 0.017857142857142856
412 372 0.07692307692307693
372 412 0.25
433 372 0.07692307692307693
372 433 0.041666666666666664
437 372 0.07692307692307693
372 437 0.08333333333333333
441 372 0.07692307692307693
372 441 0.2
447 372 0.07692307692307693
372 447 0.03125
470 372 0.07692307692307693
372 470 0.14285714285714285
383 375 0.25
375 383 0.5
513 375 0.25
375 513 0.07692307692307693
560 375 0.25
375 560 0.07142857142857142
641 376 0.3333333333333333
376 641 0.5
675 376 0.3333333333333333
376 675 0.3333333333333333
396 377 0.14285714285714285
377 396 0.07142857142857142
415 377 0.14285714285714285
377 415 0.0625
447 377 0.14285714285714285
377 447 0.03125
502 377 0.14285714285714285
377 502 0.14285714285714285
525 377 0.14285714285714285
377 525 0.16666666666666666
415 378 1.0
378 415 0.0625
412 379 0.3333333333333333
379 412 0.25
441 379 0.3333333333333333
379 441 0.2
391 380 0.02857142857142857
380 391 0.25
416 380 0.02857142857142857
380 416 0.02040816326530612
431 380 0.02857142857142857
380 431 0.00980392156862745
435 380 0.02857142857142857
380 435 0.3333333333333333
438 380 0.02857142857142857
380 438 0.14285714285714285
456 380 0.02857142857142857
380 456 0.07142857142857142
459 380 0.02857142857142857
380 459 0.1
462 380 0.02857142857142857
380 462 0.1111111111111111
484 380 0.02857142857142857
380 484 0.08333333333333333
504 380 0.02857142857142857
380 504 0.03225806451612903
506 380 0.02857142857142857
380 506 0.05555555555555555
509 380 0.02857142857142857
380 509 0.125
511 380 0.02857142857142857
380 511 0.08333333333333333
518 380 0.02857142857142857
380 518 0.125
534 380 0.02857142857142857
380 534 0.25
538 380 0.02857142857142857
380 538 0.037037037037037035
540 380 0.02857142857142857
380 540 0.1111111111111111
545 380 0.02857142857142857
380 545 0.041666666666666664
547 380 0.02857142857142857
380 547 0.05555555555555555
548 380 0.02857142857142857
380 548 0.047619047619047616
557 380 0.02857142857142857
380 557 0.0625
568 380 0.02857142857142857
380 568 0.037037037037037035
598 380 0.02857142857142857
380 598 0.5
609 380 0.02857142857142857
380 609 0.1111111111111111
611 380 0.02857142857142857
380 611 0.125
615 380 0.02857142857142857
380 615 0.3333333333333333
626 380 0.02857142857142857
380 626 0.16666666666666666
657 380 0.02857142857142857
380 657 0.16666666666666666
663 380 0.02857142857142857
380 663 0.3333333333333333
386 381 0.09090909090909091
381 386 0.045454545454545456
399 381 0.09090909090909091
381 399 0.017857142857142856
412 381 0.09090909090909091
381 412 0.25
425 381 0.09090909090909091
381 425 0.07142857142857142
447 381 0.09090909090909091
381 447 0.03125
568 381 0.09090909090909091
381 568 0.037037037037037035
606 381 0.09090909090909091
381 606 0.05555555555555555
617 381 0.09090909090909091
381 617 0.03125
462 384 0.3333333333333333
384 462 0.1111111111111111
491 384 0.3333333333333333
384 491 0.25
510 384 0.3333333333333333
384 510 0.3333333333333333
434 385 0.1111111111111111
385 434 0.058823529411764705
449 385 0.1111111111111111
385 449 0.038461538461538464
455 385 0.1111111111111111
385 455 0.0625
458 385 0.1111111111111111
385 458 0.047619047619047616
504 385 0.1111111111111111
385 504 0.03225806451612903
554 385 0.1111111111111111
385 554 0.3333333333333333
563 385 0.1111111111111111
385 563 1.0
405 386 0.045454545454545456
386 405 0.2
410 386 0.045454545454545456
386 410 0.047619047619047616
412 386 0.045454545454545456
386 412 0.25
417 386 0.045454545454545456
386 417 0.1111111111111111
430 386 0.045454545454545456
386 430 0.1
437 386 0.045454545454545456
386 437 0.08333333333333333
447 386 0.045454545454545456
386 447 0.03125
471 386 0.045454545454545456
386 471 0.05263157894736842
490 386 0.045454545454545456
386 490 0.07692307692307693
496 386 0.045454545454545456
386 496 0.07142857142857142
506 386 0.045454545454545456
386 506 0.05555555555555555
413 387 0.3333333333333333
387 413 0.125
536 387 0.3333333333333333
387 536 0.016666666666666666
431 388 0.16666666666666666
388 431 0.00980392156862745
467 388 0.16666666666666666
388 467 0.5
570 388 0.16666666666666666
388 570 0.1
399 389 0.16666666666666666
389 399 0.017857142857142856
480 389 0.16666666666666666
389 480 1.0
552 390 0.3333333333333333
390 552 0.058823529411764705
567 390 0.3333333333333333
390 567 0.14285714285714285
673 390 0.3333333333333333
390 673 0.125
392 391 0.25
391 392 0.07142857142857142
536 391 0.25
391 536 0.016666666666666666
619 391 0.25
391 619 0.09090909090909091
393 392 0.07142857142857142
392 393 0.045454545454545456
410 392 0.07142857142857142
392 410 0.047619047619047616
431 392 0.07142857142857142
392 431 0.00980392156862745
447 392 0.07142857142857142
392 447 0.03125
455 392 0.07142857142857142
392 455 0.0625
456 392 0.07142857142857142
392 456 0.07142857142857142
458 392 0.07142857142857142
392 458 0.047619047619047616
466 392 0.07142857142857142
392 466 0.05555555555555555
498 392 0.07142857142857142
392 498 0.2
539 392 0.07142857142857142
392 539 0.09090909090909091
399 393 0.045454545454545456
393 399 0.017857142857142856
408 393 0.045454545454545456
393 408 0.05555555555555555
415 393 0.045454545454545456
393 415 0.0625
416 393 0.045454545454545456
393 416 0.02040816326530612
417 393 0.045454545454545456
393 417 0.1111111111111111
426 393 0.045454545454545456
393 426 0.09090909090909091
428 393 0.045454545454545456
393 428 0.1
449 393 0.045454545454545456
393 449 0.038461538461538464
451 393 0.045454545454545456
393 451 0.08333333333333333
458 393 0.045454545454545456
393 458 0.047619047619047616
464 393 0.045454545454545456
393 464 0.09090909090909091
470 393 0.045454545454545456
393 470 0.14285714285714285
482 393 0.045454545454545456
393 482 0.029411764705882353
496 393 0.045454545454545456
393 496 0.07142857142857142
498 393 0.045454545454545456
393 498 0.2
508 393 0.045454545454545456
393 508 0.1111111111111111
523 393 0.045454545454545456
393 523 0.07142857142857142
536 393 0.045454545454545456
393 536 0.016666666666666666
503 394 1.0
394 503 0.09090909090909091
411 396 0.07142857142857142
396 411 0.3333333333333333
416 396 0.07142857142857142
396 416 0.02040816326530612
431 396 0.07142857142857142
396 431 0.00980392156862745
453 396 0.07142857142857142
396 453 0.038461538461538464
474 396 0.07142857142857142
396 474 0.3333333333333333
490 396 0.07142857142857142
396 490 0.07692307692307693
496 396 0.07142857142857142
396 496 0.07142857142857142
497 396 0.07142857142857142
396 497 0.5
534 397 1.0
397 534 0.25
408 398 0.07692307692307693
398 408 0.05555555555555555
425 398 0.07692307692307693
398 425 0.07142857142857142
450 398 0.07692307692307693
398 450 0.3333333333333333
471 398 0.07692307692307693
398 471 0.05263157894736842
499 398 0.07692307692307693
398 499 0.08333333333333333
506 398 0.07692307692307693
398 506 0.05555555555555555
531 398 0.07692307692307693
398 531 0.1111111111111111
536 398 0.07692307692307693
398 536 0.016666666666666666
549 398 0.07692307692307693
398 549 0.2
553 398 0.07692307692307693
398 553 0.5
586 398 0.07692307692307693
398 586 0.125
619 398 0.07692307692307693
398 619 0.09090909090909091
416 399 0.017857142857142856
399 416 0.02040816326530612
417 399 0.017857142857142856
399 417 0.1111111111111111
421 399 0.017857142857142856
399 421 0.07142857142857142
427 399 0.017857142857142856
399 427 0.25
428 399 0.017857142857142856
399 428 0.1
431 399 0.017857142857142856
399 431 0.00980392156862745
434 399 0.017857142857142856
399 434 0.058823529411764705
436 399 0.017857142857142856
399 436 0.25
438 399 0.017857142857142856
399 438 0.14285714285714285
442 399 0.017857142857142856
399 442 0.1
448 399 0.017857142857142856
399 448 0.027777777777777776
453 399 0.017857142857142856
399 453 0.038461538461538464
458 399 0.017857142857142856
399 458 0.047619047619047616
462 399 0.017857142857142856
399 462 0.1111111111111111
464 399 0.017857142857142856
399 464 0.09090909090909091
465 399 0.017857142857142856
399 465 0.1
466 399 0.017857142857142856
399 466 0.05555555555555555
469 399 0.017857142857142856
399 469 0.14285714285714285
487 399 0.017857142857142856
399 487 0.08333333333333333
490 399 0.017857142857142856
399 490 0.07692307692307693
494 399 0.017857142857142856
399 494 0.25
504 399 0.017857142857142856
399 504 0.03225806451612903
506 399 0.017857142857142856
399 506 0.05555555555555555
509 399 0.017857142857142856
399 509 0.125
519 399 0.017857142857142856
399 519 0.25
526 399 0.017857142857142856
399 526 0.08333333333333333
531 399 0.017857142857142856
399 531 0.1111111111111111
536 399 0.017857142857142856
399 536 0.016666666666666666
538 399 0.017857142857142856
399 538 0.037037037037037035
555 399 0.017857142857142856
399 555 0.14285714285714285
560 399 0.017857142857142856
399 560 0.07142857142857142
562 399 0.017857142857142856
399 562 0.03225806451612903
566 399 0.017857142857142856
399 566 0.25
568 399 0.017857142857142856
399 568 0.037037037037037035
576 399 0.017857142857142856
399 576 0.3333333333333333
613 399 0.017857142857142856
399 613 0.125
621 399 0.017857142857142856
399 621 1.0
417 400 1.0
400 417 0.1111111111111111
431 401 0.5
401 431 0.00980392156862745
526 401 0.5
401 526 0.08333333333333333
545 403 0.14285714285714285
403 545 0.041666666666666664
550 403 0.14285714285714285
403 550 0.02
606 403 0.14285714285714285
403 606 0.05555555555555555
627 403 0.14285714285714285
403 627 0.125
683 403 0.14285714285714285
403 683 0.25
685 403 0.14285714285714285
403 685 1.0
697 403 0.14285714285714285
403 697 0.02702702702702703
416 404 0.06666666666666667
404 416 0.02040816326530612
428 404 0.06666666666666667
404 428 0.1
429 404 0.06666666666666667
404 429 0.5
431 404 0.06666666666666667
404 431 0.00980392156862745
448 404 0.06666666666666667
404 448 0.027777777777777776
449 404 0.06666666666666667
404 449 0.038461538461538464
504 404 0.06666666666666667
404 504 0.03225806451612903
508 404 0.06666666666666667
404 508 0.1111111111111111
511 404 0.06666666666666667
404 511 0.08333333333333333
518 404 0.06666666666666667
404 518 0.125
520 404 0.06666666666666667
404 520 1.0
431 405 0.2
405 431 0.00980392156862745
440 405 0.2
405 440 0.3333333333333333
425 406 0.1111111111111111
406 425 0.07142857142857142
536 406 0.1111111111111111
406 536 0.016666666666666666
538 406 0.1111111111111111
406 538 0.037037037037037035
550 406 0.1111111111111111
406 550 0.02
570 406 0.1111111111111111
406 570 0.1
636 406 0.1111111111111111
406 636 0.2
691 406 0.1111111111111111
406 691 0.07142857142857142
697 406 0.1111111111111111
406 697 0.02702702702702703
431 407 0.16666666666666666
407 431 0.00980392156862745
482 407 0.16666666666666666
407 482 0.029411764705882353
484 407 0.16666666666666666
407 484 0.08333333333333333
542 407 0.16666666666666666
407 542 0.5
598 407 0.16666666666666666
407 598 0.5
417 408 0.05555555555555555
408 417 0.1111111111111111
434 408 0.05555555555555555
408 434 0.058823529411764705
447 408 0.05555555555555555
408 447 0.03125
453 408 0.05555555555555555
408 453 0.038461538461538464
471 408 0.05555555555555555
408 471 0.05263157894736842
482 408 0.05555555555555555
408 482 0.029411764705882353
513 408 0.05555555555555555
408 513 0.07692307692307693
536 408 0.05555555555555555
408 536 0.016666666666666666
548 408 0.05555555555555555
408 548 0.047619047619047616
606 408 0.05555555555555555
408 606 0.05555555555555555
625 408 0.05555555555555555
408 625 0.2
419 409 1.0
409 419 0.2
430 410 0.047619047619047616
410 430 0.1
433 410 0.047619047619047616
410 433 0.041666666666666664
448 410 0.047619047619047616
410 448 0.027777777777777776
449 410 0.047619047619047616
410 449 0.038461538461538464
451 410 0.047619047619047616
410 451 0.08333333333333333
453 410 0.047619047619047616
410 453 0.038461538461538464
463 410 0.047619047619047616
410 463 0.1
471 410 0.047619047619047616
410 471 0.05263157894736842
490 410 0.047619047619047616
410 490 0.07692307692307693
503 410 0.047619047619047616
410 503 0.09090909090909091
513 410 0.047619047619047616
410 513 0.07692307692307693
568 410 0.047619047619047616
410 568 0.037037037037037035
446 411 0.3333333333333333
411 446 1.0
529 411 0.3333333333333333
411 529 0.1
509 413 0.125
413 509 0.125
550 413 0.125
413 550 0.02
663 413 0.125
413 663 0.3333333333333333
687 413 0.125
413 687 0.08333333333333333
741 413 0.125
413 741 1.0
772 413 0.125
413 772 0.25
557 414 0.5
414 557 0.0625
671 414 0.5
414 671 0.2
418 415 0.0625
415 418 0.125
428 415 0.0625
415 428 0.1
433 415 0.0625
415 433 0.041666666666666664
442 415 0.0625
415 442 0.1
462 415 0.0625
415 462 0.1111111111111111
469 415 0.0625
415 469 0.14285714285714285
485 415 0.0625
415 485 0.14285714285714285
508 415 0.0625
415 508 0.1111111111111111
421 416 0.02040816326530612
416 421 0.07142857142857142
428 416 0.02040816326530612
416 428 0.1
430 416 0.02040816326530612
416 430 0.1
431 416 0.02040816326530612
416 431 0.00980392156862745
442 416 0.02040816326530612
416 442 0.1
448 416 0.02040816326530612
416 448 0.027777777777777776
449 416 0.02040816326530612
416 449 0.038461538461538464
451 416 0.02040816326530612
416 451 0.08333333333333333
453 416 0.02040816326530612
416 453 0.038461538461538464
455 416 0.02040816326530612
416 455 0.0625
456 416 0.02040816326530612
416 456 0.07142857142857142
459 416 0.02040816326530612
416 459 0.1
461 416 0.02040816326530612
416 461 0.1
463 416 0.02040816326530612
416 463 0.1
464 416 0.02040816326530612
416 464 0.09090909090909091
466 416 0.02040816326530612
416 466 0.05555555555555555
482 416 0.02040816326530612
416 482 0.029411764705882353
484 416 0.02040816326530612
416 484 0.08333333333333333
486 416 0.02040816326530612
416 486 0.14285714285714285
488 416 0.02040816326530612
416 488 0.14285714285714285
499 416 0.02040816326530612
416 499 0.08333333333333333
503 416 0.02040816326530612
416 503 0.09090909090909091
504 416 0.02040816326530612
416 504 0.03225806451612903
506 416 0.02040816326530612
416 506 0.05555555555555555
510 416 0.02040816326530612
416 510 0.3333333333333333
511 416 0.02040816326530612
416 511 0.08333333333333333
512 416 0.02040816326530612
416 512 1.0
517 416 0.02040816326530612
416 517 0.25
518 416 0.02040816326530612
416 518 0.125
523 416 0.02040816326530612
416 523 0.07142857142857142
536 416 0.02040816326530612
416 536 0.016666666666666666
539 416 0.02040816326530612
416 539 0.09090909090909091
551 416 0.02040816326530612
416 551 0.1111111111111111
562 416 0.02040816326530612
416 562 0.03225806451612903
584 416 0.02040816326530612
416 584 0.09090909090909091
585 416 0.02040816326530612
416 585 0.5
426 417 0.1111111111111111
417 426 0.09090909090909091
428 417 0.1111111111111111
417 428 0.1
469 418 0.125
418 469 0.14285714285714285
481 418 0.125
418 481 0.09090909090909091
482 418 0.125
418 482 0.029411764705882353
556 418 0.125
418 556 0.25
558 418 0.125
418 558 0.16666666666666666
612 418 0.125
418 612 1.0
433 419 0.2
419 433 0.041666666666666664
730 419 0.2
419 730 0.2
745 419 0.2
419 745 0.25
426 420 0.25
420 426 0.09090909090909091
431 421 0.07142857142857142
421 431 0.00980392156862745
447 421 0.07142857142857142
421 447 0.03125
449 421 0.07142857142857142
421 449 0.038461538461538464
453 421 0.07142857142857142
421 453 0.038461538461538464
458 421 0.07142857142857142
421 458 0.047619047619047616
461 421 0.07142857142857142
421 461 0.1
464 421 0.07142857142857142
421 464 0.09090909090909091
529 421 0.07142857142857142
421 529 0.1
538 421 0.07142857142857142
421 538 0.037037037037037035
525 422 1.0
422 525 0.16666666666666666
439 423 0.16666666666666666
423 439 0.14285714285714285
504 423 0.16666666666666666
423 504 0.03225806451612903
550 423 0.16666666666666666
423 550 0.02
555 423 0.16666666666666666
423 555 0.14285714285714285
587 423 0.16666666666666666
423 587 0.25
654 423 0.16666666666666666
423 654 0.2
471 425 0.07142857142857142
425 471 0.05263157894736842
536 425 0.07142857142857142
425 536 0.016666666666666666
548 425 0.07142857142857142
425 548 0.047619047619047616
566 425 0.07142857142857142
425 566 0.25
606 425 0.07142857142857142
425 606 0.05555555555555555
609 425 0.07142857142857142
425 609 0.1111111111111111
637 425 0.07142857142857142
425 637 0.1111111111111111
702 425 0.07142857142857142
425 702 0.07142857142857142
770 425 0.07142857142857142
425 770 0.2
433 426 0.09090909090909091
426 433 0.041666666666666664
453 426 0.09090909090909091
426 453 0.038461538461538464
458 426 0.09090909090909091
426 458 0.047619047619047616
468 426 0.09090909090909091
426 468 0.3333333333333333
481 426 0.09090909090909091
426 481 0.09090909090909091
491 426 0.09090909090909091
426 491 0.25
471 427 0.25
427 471 0.05263157894736842
536 427 0.25
427 536 0.016666666666666666
568 427 0.25
427 568 0.037037037037037035
445 428 0.1
428 445 0.16666666666666666
468 428 0.1
428 468 0.3333333333333333
431 430 0.1
430 431 0.00980392156862745
438 430 0.1
430 438 0.14285714285714285
442 430 0.1
430 442 0.1
445 430 0.1
430 445 0.16666666666666666
450 430 0.1
430 450 0.3333333333333333
440 431 0.00980392156862745
431 440 0.3333333333333333
444 431 0.00980392156862745
431 444 0.5
447 431 0.00980392156862745
431 447 0.03125
448 431 0.00980392156862745
431 448 0.027777777777777776
452 431 0.00980392156862745
431 452 0.05263157894736842
455 431 0.00980392156862745
431 455 0.0625
456 431 0.00980392156862745
431 456 0.07142857142857142
460 431 0.00980392156862745
431 460 0.125
462 431 0.00980392156862745
431 462 0.1111111111111111
463 431 0.00980392156862745
431 463 0.1
466 431 0.00980392156862745
431 466 0.05555555555555555
472 431 0.00980392156862745
431 472 0.5
481 431 0.00980392156862745
431 481 0.09090909090909091
487 431 0.00980392156862745
431 487 0.08333333333333333
488 431 0.00980392156862745
431 488 0.14285714285714285
492 431 0.00980392156862745
431 492 0.125
493 431 0.00980392156862745
431 493 1.0
498 431 0.00980392156862745
431 498 0.2
499 431 0.00980392156862745
431 499 0.08333333333333333
501 431 0.00980392156862745
431 501 1.0
504 431 0.00980392156862745
431 504 0.03225806451612903
524 431 0.00980392156862745
431 524 0.5
526 431 0.00980392156862745
431 526 0.08333333333333333
529 431 0.00980392156862745
431 529 0.1
532 431 0.00980392156862745
431 532 0.2
536 431 0.00980392156862745
431 536 0.016666666666666666
538 431 0.00980392156862745
431 538 0.037037037037037035
540 431 0.00980392156862745
431 540 0.1111111111111111
544 431 0.00980392156862745
431 544 0.2
546 431 0.00980392156862745
431 546 0.07142857142857142
547 431 0.00980392156862745
431 547 0.05555555555555555
548 431 0.00980392156862745
431 548 0.047619047619047616
550 431 0.00980392156862745
431 550 0.02
558 431 0.00980392156862745
431 558 0.16666666666666666
561 431 0.00980392156862745
431 561 0.3333333333333333
575 431 0.00980392156862745
431 575 0.1
586 431 0.00980392156862745
431 586 0.125
591 431 0.00980392156862745
431 591 0.5
593 431 0.00980392156862745
431 593 0.1111111111111111
596 431 0.00980392156862745
431 596 0.2
604 431 0.00980392156862745
431 604 0.3333333333333333
606 431 0.00980392156862745
431 606 0.05555555555555555
607 431 0.00980392156862745
431 607 0.5
613 431 0.00980392156862745
431 613 0.125
619 431 0.00980392156862745
431 619 0.09090909090909091
622 431 0.00980392156862745
431 622 0.2
672 431 0.00980392156862745
431 672 0.25
690 431 0.00980392156862745
431 690 0.041666666666666664
691 431 0.00980392156862745
431 691 0.07142857142857142
697 431 0.00980392156862745
431 697 0.02702702702702703
707 431 0.00980392156862745
431 707 0.05
736 431 0.00980392156862745
431 736 0.023255813953488372
738 431 0.00980392156862745
431 738 0.05263157894736842
750 431 0.00980392156862745
431 750 0.043478260869565216
757 431 0.00980392156862745
431 757 0.125
762 431 0.00980392156862745
431 762 0.023255813953488372
763 431 0.00980392156862745
431 763 0.0625
765 431 0.00980392156862745
431 765 0.1111111111111111
781 431 0.00980392156862745
431 781 0.058823529411764705
785 431 0.00980392156862745
431 785 0.1
799 431 0.00980392156862745
431 799 0.3333333333333333
803 431 0.00980392156862745
431 803 0.05555555555555555
811 431 0.00980392156862745
431 811 1.0
820 431 0.00980392156862745
431 820 0.125
822 431 0.00980392156862745
431 822 0.07692307692307693
823 431 0.00980392156862745
431 823 0.16666666666666666
826 431 0.00980392156862745
431 826 0.2
834 431 0.00980392156862745
431 834 0.25
837 431 0.00980392156862745
431 837 0.2
840 431 0.00980392156862745
431 840 0.1
843 431 0.00980392156862745
431 843 0.1111111111111111
853 431 0.00980392156862745
431 853 0.0625
855 431 0.00980392156862745
431 855 0.2
868 431 0.00980392156862745
431 868 1.0
869 431 0.00980392156862745
431 869 0.3333333333333333
437 433 0.041666666666666664
433 437 0.08333333333333333
443 433 0.041666666666666664
433 443 0.5
447 433 0.041666666666666664
433 447 0.03125
449 433 0.041666666666666664
433 449 0.038461538461538464
453 433 0.041666666666666664
433 453 0.038461538461538464
455 433 0.041666666666666664
433 455 0.0625
458 433 0.041666666666666664
433 458 0.047619047619047616
463 433 0.041666666666666664
433 463 0.1
485 433 0.041666666666666664
433 485 0.14285714285714285
496 433 0.041666666666666664
433 496 0.07142857142857142
515 433 0.041666666666666664
433 515 0.125
517 433 0.041666666666666664
433 517 0.25
528 433 0.041666666666666664
433 528 0.14285714285714285
544 433 0.041666666666666664
433 544 0.2
602 433 0.041666666666666664
433 602 0.16666666666666666
437 434 0.058823529411764705
434 437 0.08333333333333333
447 434 0.058823529411764705
434 447 0.03125
448 434 0.058823529411764705
434 448 0.027777777777777776
465 434 0.058823529411764705
434 465 0.1
471 434 0.058823529411764705
434 471 0.05263157894736842
490 434 0.058823529411764705
434 490 0.07692307692307693
496 434 0.058823529411764705
434 496 0.07142857142857142
503 434 0.058823529411764705
434 503 0.09090909090909091
506 434 0.058823529411764705
434 506 0.05555555555555555
523 434 0.058823529411764705
434 523 0.07142857142857142
538 434 0.058823529411764705
434 538 0.037037037037037035
543 434 0.058823529411764705
434 543 0.07692307692307693
560 434 0.058823529411764705
434 560 0.07142857142857142
655 435 0.3333333333333333
435 655 0.125
679 435 0.3333333333333333
435 679 0.25
464 436 0.25
436 464 0.09090909090909091
461 437 0.08333333333333333
437 461 0.1
465 437 0.08333333333333333
437 465 0.1
477 437 0.08333333333333333
437 477 0.2
490 437 0.08333333333333333
437 490 0.07692307692307693
496 437 0.08333333333333333
437 496 0.07142857142857142
465 438 0.14285714285714285
438 465 0.1
536 438 0.14285714285714285
438 536 0.016666666666666666
568 438 0.14285714285714285
438 568 0.037037037037037035
573 439 0.14285714285714285
439 573 0.1111111111111111
660 439 0.14285714285714285
439 660 0.05263157894736842
709 439 0.14285714285714285
439 709 0.045454545454545456
710 439 0.14285714285714285
439 710 0.07142857142857142
723 439 0.14285714285714285
439 723 0.16666666666666666
548 440 0.3333333333333333
440 548 0.047619047619047616
465 441 0.2
441 465 0.1
466 441 0.2
441 466 0.05555555555555555
460 442 0.1
442 460 0.125
492 442 0.1
442 492 0.125
506 442 0.1
442 506 0.05555555555555555
585 442 0.1
442 585 0.5
804 443 0.5
443 804 0.09090909090909091
530 444 0.5
444 530 0.5
492 445 0.16666666666666666
445 492 0.125
574 445 0.16666666666666666
445 574 0.16666666666666666
642 445 0.16666666666666666
445 642 0.5
453 447 0.03125
447 453 0.038461538461538464
454 447 0.03125
447 454 0.5
456 447 0.03125
447 456 0.07142857142857142
458 447 0.03125
447 458 0.047619047619047616
463 447 0.03125
447 463 0.1
465 447 0.03125
447 465 0.1
466 447 0.03125
447 466 0.05555555555555555
482 447 0.03125
447 482 0.029411764705882353
483 447 0.03125
447 483 0.2
502 447 0.03125
447 502 0.14285714285714285
503 447 0.03125
447 503 0.09090909090909091
504 447 0.03125
447 504 0.03225806451612903
506 447 0.03125
447 506 0.05555555555555555
511 447 0.03125
447 511 0.08333333333333333
517 447 0.03125
447 517 0.25
527 447 0.03125
447 527 0.5
449 448 0.027777777777777776
448 449 0.038461538461538464
453 448 0.027777777777777776
448 453 0.038461538461538464
456 448 0.027777777777777776
448 456 0.07142857142857142
458 448 0.027777777777777776
448 458 0.047619047619047616
459 448 0.027777777777777776
448 459 0.1
464 448 0.027777777777777776
448 464 0.09090909090909091
482 448 0.027777777777777776
448 482 0.029411764705882353
497 448 0.027777777777777776
448 497 0.5
498 448 0.027777777777777776
448 498 0.2
503 448 0.027777777777777776
448 503 0.09090909090909091
504 448 0.027777777777777776
448 504 0.03225806451612903
506 448 0.027777777777777776
448 506 0.05555555555555555
511 448 0.027777777777777776
448 511 0.08333333333333333
523 448 0.027777777777777776
448 523 0.07142857142857142
529 448 0.027777777777777776
448 529 0.1
543 448 0.027777777777777776
448 543 0.07692307692307693
548 448 0.027777777777777776
448 548 0.047619047619047616
562 448 0.027777777777777776
448 562 0.03225806451612903
568 448 0.027777777777777776
448 568 0.037037037037037035
574 448 0.027777777777777776
448 574 0.16666666666666666
584 448 0.027777777777777776
448 584 0.09090909090909091
593 448 0.027777777777777776
448 593 0.1111111111111111
597 448 0.027777777777777776
448 597 0.1
451 449 0.038461538461538464
449 451 0.08333333333333333
455 449 0.038461538461538464
449 455 0.0625
456 449 0.038461538461538464
449 456 0.07142857142857142
458 449 0.038461538461538464
449 458 0.047619047619047616
460 449 0.038461538461538464
449 460 0.125
463 449 0.038461538461538464
449 463 0.1
483 449 0.038461538461538464
449 483 0.2
496 449 0.038461538461538464
449 496 0.07142857142857142
499 449 0.038461538461538464
449 499 0.08333333333333333
504 449 0.038461538461538464
449 504 0.03225806451612903
519 449 0.038461538461538464
449 519 0.25
521 449 0.038461538461538464
449 521 0.5
526 449 0.038461538461538464
449 526 0.08333333333333333
536 449 0.038461538461538464
449 536 0.016666666666666666
539 449 0.038461538461538464
449 539 0.09090909090909091
561 449 0.038461538461538464
449 561 0.3333333333333333
578 449 0.038461538461538464
449 578 1.0
536 450 0.3333333333333333
450 536 0.016666666666666666
458 451 0.08333333333333333
451 458 0.047619047619047616
466 451 0.08333333333333333
451 466 0.05555555555555555
471 451 0.08333333333333333
451 471 0.05263157894736842
513 451 0.08333333333333333
451 513 0.07692307692307693
539 451 0.08333333333333333
451 539 0.09090909090909091
560 451 0.08333333333333333
451 560 0.07142857142857142
561 451 0.08333333333333333
451 561 0.3333333333333333
562 451 0.08333333333333333
451 562 0.03225806451612903
579 452 0.05263157894736842
452 579 0.2
659 452 0.05263157894736842
452 659 0.06666666666666667
668 452 0.05263157894736842
452 668 0.07142857142857142
687 452 0.05263157894736842
452 687 0.08333333333333333
762 452 0.05263157894736842
452 762 0.023255813953488372
785 452 0.05263157894736842
452 785 0.1
786 452 0.05263157894736842
452 786 0.125
793 452 0.05263157894736842
452 793 1.0
820 452 0.05263157894736842
452 820 0.125
825 452 0.05263157894736842
452 825 0.25
839 452 0.05263157894736842
452 839 0.058823529411764705
850 452 0.05263157894736842
452 850 0.3333333333333333
851 452 0.05263157894736842
452 851 0.25
858 452 0.05263157894736842
452 858 0.2
863 452 0.05263157894736842
452 863 0.5
872 452 0.05263157894736842
452 872 0.25
886 452 0.05263157894736842
452 886 1.0
456 453 0.038461538461538464
453 456 0.07142857142857142
463 453 0.038461538461538464
453 463 0.1
475 453 0.038461538461538464
453 475 0.3333333333333333
489 453 0.038461538461538464
453 489 0.5
499 453 0.038461538461538464
453 499 0.08333333333333333
523 453 0.038461538461538464
453 523 0.07142857142857142
531 453 0.038461538461538464
453 531 0.1111111111111111
536 453 0.038461538461538464
